,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
2553,ShutingChen34852236,813,10.1016/j.cell.2021.11.007,Shuting,,,Chen,10,34852236,Cell,1,,F,F,2021,19-Mar-21,26-Nov-21,Biology
368,BrittanyFitzgerald34852236,809,10.1016/j.cell.2021.11.007,Brittany,,,Fitzgerald,11,34852236,Cell,1,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
831,GenaFoster34852236,819,10.1016/j.cell.2021.11.007,Gena,G,,Foster,12,34852236,Cell,1,F,M,F,2021,19-Mar-21,26-Nov-21,Biology
2605,StephanieEisenbarth34852236,820,10.1016/j.cell.2021.11.007,Stephanie,C,,Eisenbarth,13,34852236,Cell,1,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
981,HongyuZhao34852236,812,10.1016/j.cell.2021.11.007,Hongyu,,,Zhao,14,34852236,Cell,1,,M,M,2021,19-Mar-21,26-Nov-21,Biology
1262,JosephCraft34852236,823,10.1016/j.cell.2021.11.007,Joseph,,,Craft,15,34852236,Cell,1,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
1896,NikhilJoshi34852236,810,10.1016/j.cell.2021.11.007,Nikhil,S,,Joshi,16,34852236,Cell,1,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
641,EbrahimAfshinnekoo34822785,827,10.1016/j.cell.2021.11.008,Ebrahim,,,Afshinnekoo,1,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2433,RyanScott34822785,857,10.1016/j.cell.2021.11.008,Ryan,T,,Scott,2,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1713,MatthewMacKay34822785,859,10.1016/j.cell.2021.11.008,Matthew,J,,MacKay,3,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
684,EloisePariset34822785,850,10.1016/j.cell.2021.11.008,Eloise,,,Pariset,4,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
655,EgleCekanaviciute34822785,824,10.1016/j.cell.2021.11.008,Egle,,,Cekanaviciute,5,34822785,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
2355,RichardBarker34822785,833,10.1016/j.cell.2021.11.008,Richard,,,Barker,6,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2570,SimonGilroy34822785,853,10.1016/j.cell.2021.11.008,Simon,,,Gilroy,7,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
639,DuaneHassane34822785,841,10.1016/j.cell.2021.11.008,Duane,,,Hassane,8,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2488,ScottSmith34822785,831,10.1016/j.cell.2021.11.008,Scott,M,,Smith,9,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2477,SaraZwart34822785,829,10.1016/j.cell.2021.11.008,Sara,R,,Zwart,10,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1728,MayraNelman-Gonzalez34822785,855,10.1016/j.cell.2021.11.008,Mayra,,,Nelman-Gonzalez,11,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
357,BrianCrucian34822785,842,10.1016/j.cell.2021.11.008,Brian,E,,Crucian,12,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2507,SergeyPonomarev34822785,847,10.1016/j.cell.2021.11.008,Sergey,A,,Ponomarev,13,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1932,OlegOrlov34822785,854,10.1016/j.cell.2021.11.008,Oleg,I,,Orlov,14,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
531,DaiShiba34822785,825,10.1016/j.cell.2021.11.008,Dai,,,Shiba,15,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1694,MasafumiMuratani34822785,858,10.1016/j.cell.2021.11.008,Masafumi,,,Muratani,16,34822785,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1699,MasayukiYamamoto34822785,860,10.1016/j.cell.2021.11.008,Masayuki,,,Yamamoto,17,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2607,StephanieRichards34822785,826,10.1016/j.cell.2021.11.008,Stephanie,E,,Richards,18,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1965,ParagVaishampayan34822785,843,10.1016/j.cell.2021.11.008,Parag,A,,Vaishampayan,19,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
408,CemMeydan34822785,840,10.1016/j.cell.2021.11.008,Cem,,,Meydan,20,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1240,JonathanFoox34822785,834,10.1016/j.cell.2021.11.008,Jonathan,,,Foox,21,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1040,JacquelineMyrrhe34822785,849,10.1016/j.cell.2021.11.008,Jacqueline,,,Myrrhe,22,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
714,EricIstasse34822785,845,10.1016/j.cell.2021.11.008,Eric,,,Istasse,23,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1912,NitinSingh34822785,861,10.1016/j.cell.2021.11.008,Nitin,,,Singh,24,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1352,KasthuriVenkateswaran34822785,830,10.1016/j.cell.2021.11.008,Kasthuri,,,Venkateswaran,25,34822785,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
1121,JessicaKeune34822785,846,10.1016/j.cell.2021.11.008,Jessica,A,,Keune,26,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
914,HamiRay34822785,848,10.1016/j.cell.2021.11.008,Hami,E,,Ray,27,34822785,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1703,MathiasBasner34822785,835,10.1016/j.cell.2021.11.008,Mathias,,,Basner,28,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1037,JackMiller34822785,839,10.1016/j.cell.2021.11.008,Jack,,,Miller,29,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1672,MarthaVitaterna34822785,852,10.1016/j.cell.2021.11.008,Martha,Hotz,,Vitaterna,30,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
593,DeanneTaylor34822785,836,10.1016/j.cell.2021.11.008,Deanne,M,,Taylor,31,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
636,DouglasWallace34822785,837,10.1016/j.cell.2021.11.008,Douglas,,,Wallace,32,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1360,KathleenRubins34822785,851,10.1016/j.cell.2021.11.008,Kathleen,,,Rubins,33,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2634,SusanBailey34822785,856,10.1016/j.cell.2021.11.008,Susan,M,,Bailey,34,34822785,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2227,PeterGrabham34822785,832,10.1016/j.cell.2021.11.008,Peter,,,Grabham,35,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2648,SylvainCostes34822785,844,10.1016/j.cell.2021.11.008,Sylvain,V,,Costes,36,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
487,ChristopherMason34822785,838,10.1016/j.cell.2021.11.008,Christopher,E,,Mason,37,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
28,AfshinBeheshti34822785,828,10.1016/j.cell.2021.11.008,Afshin,,,Beheshti,38,34822785,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2917,Xin-XiangLim34852238,870,10.1016/j.cell.2021.11.009,Xin-Xiang,,,Lim,1,34852238,Cell,2,,F,F,2021,22-Sep-20,30-Nov-21,Biology
344,BoShu34852238,867,10.1016/j.cell.2021.11.009,Bo,,,Shu,2,34852238,Cell,2,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
2551,ShuijunZhang34852238,872,10.1016/j.cell.2021.11.009,Shuijun,,,Zhang,3,34852238,Cell,2,,M,M,2021,22-Sep-20,30-Nov-21,Biology
3,AaronTan34852238,865,10.1016/j.cell.2021.11.009,Aaron,W,K,Tan,4,34852238,Cell,2,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
2693,Thiam-SengNg34852238,869,10.1016/j.cell.2021.11.009,Thiam-Seng,,,Ng,5,34852238,Cell,2,,M,M,2021,22-Sep-20,30-Nov-21,Biology
2916,Xin-NiLim34852238,871,10.1016/j.cell.2021.11.009,Xin-Ni,,,Lim,6,34852238,Cell,2,,F,F,2021,22-Sep-20,30-Nov-21,Biology
2792,ValerieChew34852238,862,10.1016/j.cell.2021.11.009,Valerie,S-Y,,Chew,7,34852238,Cell,2,F,F,F,2021,22-Sep-20,30-Nov-21,Biology
1147,JianShi34852238,866,10.1016/j.cell.2021.11.009,Jian,,,Shi,8,34852238,Cell,2,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
828,GavinScreaton34852238,864,10.1016/j.cell.2021.11.009,Gavin,R,,Screaton,9,34852238,Cell,2,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
2529,Shee-MeiLok34852238,868,10.1016/j.cell.2021.11.009,Shee-Mei,,,Lok,10,34852238,Cell,2,,F,F,2021,22-Sep-20,30-Nov-21,Biology
822,GaneshAnand34852238,863,10.1016/j.cell.2021.11.009,Ganesh,S,,Anand,11,34852238,Cell,2,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
260,ArvindSharma34852239,887,10.1016/j.cell.2021.11.010,Arvind,,,Sharma,1,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
2893,XiaokangZhang34852239,879,10.1016/j.cell.2021.11.010,Xiaokang,,,Zhang,2,34852239,Cell,1,,M,M,2021,22-Sep-20,30-Nov-21,Biology
2825,WanwisaDejnirattisai34852239,882,10.1016/j.cell.2021.11.010,Wanwisa,,,Dejnirattisai,3,34852239,Cell,1,,F,F,2021,22-Sep-20,30-Nov-21,Biology
2921,XinghongDai34852239,875,10.1016/j.cell.2021.11.010,Xinghong,,,Dai,4,34852239,Cell,1,,M,M,2021,22-Sep-20,30-Nov-21,Biology
556,DanyangGong34852239,889,10.1016/j.cell.2021.11.010,Danyang,,,Gong,5,34852239,Cell,1,,F,F,2021,22-Sep-20,30-Nov-21,Biology
2869,WiyadaWongwiwat34852239,883,10.1016/j.cell.2021.11.010,Wiyada,,,Wongwiwat,6,34852239,Cell,1,,F,F,2021,22-Sep-20,30-Nov-21,Biology
2603,StéphaneDuquerroy34852239,881,10.1016/j.cell.2021.11.010,Stéphane,,,Duquerroy,7,34852239,Cell,1,,M,M,2021,22-Sep-20,30-Nov-21,Biology
79,AlexanderRouvinski34852239,878,10.1016/j.cell.2021.11.010,Alexander,,,Rouvinski,8,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
1634,Marie-ChristineVaney34852239,877,10.1016/j.cell.2021.11.010,Marie-Christine,,,Vaney,9,34852239,Cell,1,,F,F,2021,22-Sep-20,30-Nov-21,Biology
1951,PabloGuardado-Calvo34852239,886,10.1016/j.cell.2021.11.010,Pablo,,,Guardado-Calvo,10,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
34,AhmedHaouz34852239,876,10.1016/j.cell.2021.11.010,Ahmed,,,Haouz,11,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
1975,PatrickEngland34852239,884,10.1016/j.cell.2021.11.010,Patrick,,,England,12,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
2347,RenSun34852239,874,10.1016/j.cell.2021.11.010,Ren,,,Sun,13,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
3081,ZZhou34852239,888,10.1016/j.cell.2021.11.010,Z,Hong,,Zhou,14,34852239,Cell,1,,,M,2021,22-Sep-20,30-Nov-21,Biology
1326,JuthathipMongkolsapaya34852239,873,10.1016/j.cell.2021.11.010,Juthathip,,,Mongkolsapaya,15,34852239,Cell,1,,F,F,2021,22-Sep-20,30-Nov-21,Biology
829,GavinScreaton34852239,885,10.1016/j.cell.2021.11.010,Gavin,R,,Screaton,16,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
770,FelixRey34852239,880,10.1016/j.cell.2021.11.010,Felix,A,,Rey,17,34852239,Cell,1,M,M,M,2021,22-Sep-20,30-Nov-21,Biology
1538,LiudmilaAndreeva34861190,894,10.1016/j.cell.2021.11.011,Liudmila,,,Andreeva,1,34861190,Cell,0,,F,F,2021,7-Sep-21,2-Dec-21,Biology
1526,LironDavid34861190,892,10.1016/j.cell.2021.11.011,Liron,,,David,2,34861190,Cell,0,M,M,M,2021,7-Sep-21,2-Dec-21,Biology
2525,ShaunRawson34861190,893,10.1016/j.cell.2021.11.011,Shaun,,,Rawson,3,34861190,Cell,0,M,M,M,2021,7-Sep-21,2-Dec-21,Biology
433,ChenShen34861190,891,10.1016/j.cell.2021.11.011,Chen,,,Shen,4,34861190,Cell,0,M,M,M,2021,7-Sep-21,2-Dec-21,Biology
2683,TeerithveenPasricha34861190,895,10.1016/j.cell.2021.11.011,Teerithveen,,,Pasricha,5,34861190,Cell,0,,,F,2021,7-Sep-21,2-Dec-21,Biology
1954,PabloPelegrin34861190,890,10.1016/j.cell.2021.11.011,Pablo,,,Pelegrin,6,34861190,Cell,0,M,M,M,2021,7-Sep-21,2-Dec-21,Biology
933,HaoWu34861190,896,10.1016/j.cell.2021.11.011,Hao,,,Wu,7,34861190,Cell,0,M,M,M,2021,7-Sep-21,2-Dec-21,Biology
1007,HyunOh34856126,901,10.1016/j.cell.2021.11.012,Hyun,Jung,,Oh,1,34856126,Cell,0,M,M,M,2021,10-Jul-21,1-Dec-21,Biology
2395,RodrigoAguilar34856126,897,10.1016/j.cell.2021.11.012,Rodrigo,,,Aguilar,2,34856126,Cell,0,M,M,M,2021,10-Jul-21,1-Dec-21,Biology
294,BarryKesner34856126,903,10.1016/j.cell.2021.11.012,Barry,,,Kesner,3,34856126,Cell,0,M,M,M,2021,10-Jul-21,1-Dec-21,Biology
1000,Hun-GooLee34856126,900,10.1016/j.cell.2021.11.012,Hun-Goo,,,Lee,4,34856126,Cell,0,,M,M,2021,10-Jul-21,1-Dec-21,Biology
143,AndreaKriz34856126,898,10.1016/j.cell.2021.11.012,Andrea,J,,Kriz,5,34856126,Cell,0,F,M,F,2021,10-Jul-21,1-Dec-21,Biology
985,Hsueh-PingChu34856126,899,10.1016/j.cell.2021.11.012,Hsueh-Ping,,,Chu,6,34856126,Cell,0,,M,M,2021,10-Jul-21,1-Dec-21,Biology
1092,JeannieLee34856126,902,10.1016/j.cell.2021.11.012,Jeannie,T,,Lee,7,34856126,Cell,0,F,F,F,2021,10-Jul-21,1-Dec-21,Biology
1863,NathanGrubaugh34942096,905,10.1016/j.cell.2021.11.013,Nathan,D,,Grubaugh,1,34942096,Cell,0,M,M,M,2021,NA,22-Dec-21,Biology
2469,SarahCobey34942096,904,10.1016/j.cell.2021.11.013,Sarah,,,Cobey,2,34942096,Cell,0,F,F,F,2021,NA,22-Dec-21,Biology
21,AdrianBrückner34890552,910,10.1016/j.cell.2021.11.014,Adrian,,,Brückner,1,34890552,Cell,0,M,M,M,2021,23-Jun-21,9-Dec-21,Biology
1090,JeanBadroos34890552,906,10.1016/j.cell.2021.11.014,Jean,M,,Badroos,2,34890552,Cell,0,F,M,M,2021,23-Jun-21,9-Dec-21,Biology
2375,RobertLearsch34890552,911,10.1016/j.cell.2021.11.014,Robert,W,,Learsch,3,34890552,Cell,0,M,M,M,2021,23-Jun-21,9-Dec-21,Biology
1796,MinaYousefelahiyeh34890552,909,10.1016/j.cell.2021.11.014,Mina,,,Yousefelahiyeh,4,34890552,Cell,0,F,F,F,2021,23-Jun-21,9-Dec-21,Biology
2530,SheilaKitchen34890552,907,10.1016/j.cell.2021.11.014,Sheila,A,,Kitchen,5,34890552,Cell,0,F,F,F,2021,23-Jun-21,9-Dec-21,Biology
1266,JosephParker34890552,908,10.1016/j.cell.2021.11.014,Joseph,,,Parker,6,34890552,Cell,0,M,M,M,2021,23-Jun-21,9-Dec-21,Biology
1790,MiheHong34890549,912,10.1016/j.cell.2021.11.015,Mihe,,,Hong,1,34890549,Cell,0,,M,M,2021,NA,9-Dec-21,Biology
3047,YvonneChen34890549,913,10.1016/j.cell.2021.11.015,Yvonne,Y,,Chen,2,34890549,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
420,CharlyGood34861191,941,10.1016/j.cell.2021.11.016,Charly,R,,Good,1,34861191,Cell,0,F,M,F,2021,4-Nov-20,2-Dec-21,Biology
1729,MAznar34861191,931,10.1016/j.cell.2021.11.016,M,Angela,,Aznar,2,34861191,Cell,0,,,F,2021,4-Nov-20,2-Dec-21,Biology
2552,ShunichiroKuramitsu34861191,915,10.1016/j.cell.2021.11.016,Shunichiro,,,Kuramitsu,3,34861191,Cell,0,,M,M,2021,4-Nov-20,2-Dec-21,Biology
1966,ParisaSamareh34861191,919,10.1016/j.cell.2021.11.016,Parisa,,,Samareh,4,34861191,Cell,0,F,F,F,2021,4-Nov-20,2-Dec-21,Biology
2461,SangyaAgarwal34861191,921,10.1016/j.cell.2021.11.016,Sangya,,,Agarwal,5,34861191,Cell,0,,F,F,2021,4-Nov-20,2-Dec-21,Biology
870,GregDonahue34861191,926,10.1016/j.cell.2021.11.016,Greg,,,Donahue,6,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1389,KenichiIshiyama34861191,917,10.1016/j.cell.2021.11.016,Kenichi,,,Ishiyama,7,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1904,NilsWellhausen34861191,930,10.1016/j.cell.2021.11.016,Nils,,,Wellhausen,8,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
277,AustinRennels34861191,943,10.1016/j.cell.2021.11.016,Austin,K,,Rennels,9,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
3022,YujieMa34861191,918,10.1016/j.cell.2021.11.016,Yujie,,,Ma,10,34861191,Cell,0,,F,F,2021,4-Nov-20,2-Dec-21,Biology
1502,LifengTian34861191,939,10.1016/j.cell.2021.11.016,Lifeng,,,Tian,11,34861191,Cell,0,,M,M,2021,4-Nov-20,2-Dec-21,Biology
2583,SoniaGuedan34861191,928,10.1016/j.cell.2021.11.016,Sonia,,,Guedan,12,34861191,Cell,0,F,F,F,2021,4-Nov-20,2-Dec-21,Biology
1356,KatherineAlexander34861191,924,10.1016/j.cell.2021.11.016,Katherine,A,,Alexander,13,34861191,Cell,0,F,F,F,2021,4-Nov-20,2-Dec-21,Biology
3059,ZhenZhang34861191,940,10.1016/j.cell.2021.11.016,Zhen,,,Zhang,14,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2245,PhilippRommel34861191,936,10.1016/j.cell.2021.11.016,Philipp,C,,Rommel,15,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1867,NathanSingh34861191,925,10.1016/j.cell.2021.11.016,Nathan,,,Singh,16,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1348,KarlGlastad34861191,929,10.1016/j.cell.2021.11.016,Karl,M,,Glastad,17,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1724,MaxRichardson34861191,914,10.1016/j.cell.2021.11.016,Max,W,,Richardson,18,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1381,KeisukeWatanabe34861191,933,10.1016/j.cell.2021.11.016,Keisuke,,,Watanabe,19,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1071,JanosTanyi34861191,923,10.1016/j.cell.2021.11.016,Janos,L,,Tanyi,20,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1658,MarkO'Hara34861191,942,10.1016/j.cell.2021.11.016,Mark,H,,O'Hara,21,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1610,MarcoRuella34861191,920,10.1016/j.cell.2021.11.016,Marco,,,Ruella,22,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2571,SimonLacey34861191,938,10.1016/j.cell.2021.11.016,Simon,F,,Lacey,23,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
647,EdmundMoon34861191,932,10.1016/j.cell.2021.11.016,Edmund,K,,Moon,24,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2613,StephenSchuster34861191,937,10.1016/j.cell.2021.11.016,Stephen,J,,Schuster,25,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2614,StevenAlbelda34861191,934,10.1016/j.cell.2021.11.016,Steven,M,,Albelda,26,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
1494,LewisLanier34861191,916,10.1016/j.cell.2021.11.016,Lewis,L,,Lanier,27,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2342,ReginaYoung34861191,922,10.1016/j.cell.2021.11.016,Regina,M,,Young,28,34861191,Cell,0,F,F,F,2021,4-Nov-20,2-Dec-21,Biology
2532,ShelleyBerger34861191,935,10.1016/j.cell.2021.11.016,Shelley,L,,Berger,29,34861191,Cell,0,F,F,F,2021,4-Nov-20,2-Dec-21,Biology
381,CarlJune34861191,927,10.1016/j.cell.2021.11.016,Carl,H,,June,30,34861191,Cell,0,M,M,M,2021,4-Nov-20,2-Dec-21,Biology
2592,SrivatsanRaghavan34890551,980,10.1016/j.cell.2021.11.017,Srivatsan,,,Raghavan,1,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
2237,PeterWinter34890551,958,10.1016/j.cell.2021.11.017,Peter,S,,Winter,2,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
177,AndrewNavia34890551,976,10.1016/j.cell.2021.11.017,Andrew,W,,Navia,3,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
924,HannahWilliams34890551,956,10.1016/j.cell.2021.11.017,Hannah,L,,Williams,4,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
47,AlanDenAdel34890551,961,10.1016/j.cell.2021.11.017,Alan,,,DenAdel,5,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1432,KristenLowder34890551,968,10.1016/j.cell.2021.11.017,Kristen,E,,Lowder,6,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
1105,JennyferGalvez-Reyes34890551,975,10.1016/j.cell.2021.11.017,Jennyfer,,,Galvez-Reyes,7,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
2306,RadhaKalekar34890551,982,10.1016/j.cell.2021.11.017,Radha,L,,Kalekar,8,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
1919,NolawitMulugeta34890551,957,10.1016/j.cell.2021.11.017,Nolawit,,,Mulugeta,9,34890551,Cell,0,F,,F,2021,12-Mar-21,9-Dec-21,Biology
1397,KevinKapner34890551,948,10.1016/j.cell.2021.11.017,Kevin,S,,Kapner,10,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1598,ManishaRaghavan34890551,953,10.1016/j.cell.2021.11.017,Manisha,S,,Raghavan,11,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
262,AshirBorah34890551,973,10.1016/j.cell.2021.11.017,Ashir,A,,Borah,12,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1925,NuoLiu34890551,970,10.1016/j.cell.2021.11.017,Nuo,,,Liu,13,34890551,Cell,0,,M,M,2021,12-Mar-21,9-Dec-21,Biology
2476,SaraVäyrynen34890551,988,10.1016/j.cell.2021.11.017,Sara,A,,Väyrynen,14,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
159,AndressaCosta34890551,946,10.1016/j.cell.2021.11.017,Andressa,Dias,,Costa,15,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
2326,RaymondNg34890551,964,10.1016/j.cell.2021.11.017,Raymond,W,S,Ng,16,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1316,JunningWang34890551,960,10.1016/j.cell.2021.11.017,Junning,,,Wang,17,34890551,Cell,0,,M,M,2021,12-Mar-21,9-Dec-21,Biology
699,EmmaHill34890551,951,10.1016/j.cell.2021.11.017,Emma,K,,Hill,18,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
632,DorisanneRagon34890551,949,10.1016/j.cell.2021.11.017,Dorisanne,Y,,Ragon,19,34890551,Cell,0,,,F,2021,12-Mar-21,9-Dec-21,Biology
1471,LaurenBrais34890551,965,10.1016/j.cell.2021.11.017,Lauren,K,,Brais,20,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
93,AlexJaeger34890551,966,10.1016/j.cell.2021.11.017,Alex,M,,Jaeger,21,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1499,LiamSpurr34890551,983,10.1016/j.cell.2021.11.017,Liam,F,,Spurr,22,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
3048,YvonneLi34890551,990,10.1016/j.cell.2021.11.017,Yvonne,Y,,Li,23,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
165,AndrewCherniack34890551,952,10.1016/j.cell.2021.11.017,Andrew,D,,Cherniack,24,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1707,MatthewBooker34890551,981,10.1016/j.cell.2021.11.017,Matthew,A,,Booker,25,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
676,ElizabethCohen34890551,985,10.1016/j.cell.2021.11.017,Elizabeth,F,,Cohen,26,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
1776,MichaelTolstorukov34890551,969,10.1016/j.cell.2021.11.017,Michael,Y,,Tolstorukov,27,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1026,IsaacWakiro34890551,945,10.1016/j.cell.2021.11.017,Isaac,,,Wakiro,28,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
261,AsafRotem34890551,967,10.1016/j.cell.2021.11.017,Asaf,,,Rotem,29,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
369,BruceJohnson34890551,954,10.1016/j.cell.2021.11.017,Bruce,E,,Johnson,30,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
1054,JamesMcFarland34890551,950,10.1016/j.cell.2021.11.017,James,M,,McFarland,31,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
733,EwaSicinska34890551,955,10.1016/j.cell.2021.11.017,Ewa,T,,Sicinska,32,34890551,Cell,0,F,F,F,2021,12-Mar-21,9-Dec-21,Biology
2779,TylerJacks34890551,971,10.1016/j.cell.2021.11.017,Tyler,E,,Jacks,33,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
2435,RyanSullivan34890551,972,10.1016/j.cell.2021.11.017,Ryan,J,,Sullivan,34,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
834,GeoffreyShapiro34890551,986,10.1016/j.cell.2021.11.017,Geoffrey,I,,Shapiro,35,34890551,Cell,0,M,M,M,2021,12-Mar-21,9-Dec-21,Biology
