"","ForeName","Middle1","Middle2","LastName","Order","PMID","DOI","Journal"
"1","A","John","","Iafrate",9,"34773119","10.1038/s41596-021-00626-x","Nature protocols"
"2","A","Francis","","Stewart",17,"34806773","10.15252/embj.2020106459","The EMBO journal"
"3","Aaron","O","","Bailey",8,"34786730","10.15252/embj.2021108307","The EMBO journal"
"4","Aaron","A","","Diaz",30,"34963056","10.1016/j.cell.2021.12.004","Cell"
"5","Aaron","W","K","Tan",4,"34852238","10.1016/j.cell.2021.11.009","Cell"
"6","Abe","","","Pressman",3,"34913592","10.15252/msb.202110847","Molecular systems biology"
"7","Abel","","","Vertesy",4,"34661293","10.15252/embj.2021108714","The EMBO journal"
"8","Abhik","K","","Banerjee",5,"34739832","10.1016/j.cell.2021.10.014","Cell"
"9","Abhik","K","","Banerjee",10,"34813726","10.1016/j.cell.2021.10.022","Cell"
"10","Abhik","K","","Banerjee",10,"34890555","10.1016/j.cell.2021.11.028","Cell"
"11","Abhishek","","","Aich",6,"34672953","10.1016/j.cell.2021.09.033","Cell"
"12","Adam","","","Catching",9,"34852237","10.1016/j.cell.2021.11.023","Cell"
"13","Adam","","","Hantman",5,"34890577","10.1016/j.cell.2021.11.019","Cell"
"14","Adam","J","","Kucharski",16,"34890548","10.1016/j.cell.2021.10.031","Cell"
"15","Adam","B","","Olshen",19,"34963056","10.1016/j.cell.2021.12.004","Cell"
"16","Ádám","","","Póti",7,"34605051","10.15252/embj.2021108225","The EMBO journal"
"17","Adi","","","Millman",3,"34644530","10.1016/j.cell.2021.09.031","Cell"
"18","Adil","I","","Daud",28,"34963056","10.1016/j.cell.2021.12.004","Cell"
"19","Aditya","","","Nair",3,"34822783","10.1016/j.cell.2021.10.021","Cell"
"20","Adnan","S","","Askari",9,"34852236","10.1016/j.cell.2021.11.007","Cell"
"21","Adolf","S","","Bierhuizen",4,"34873731","10.15252/embj.2020106837","The EMBO journal"
"22","Adrian","","","Brückner",1,"34890552","10.1016/j.cell.2021.11.014","Cell"
"23","Adrian","M","","Isaacs",16,"34791698","10.15252/embj.2020105026","The EMBO journal"
"24","Adrian","","","Shields",33,"34735795","10.1016/j.cell.2021.10.011","Cell"
"25","Adriana","","","Magalska",5,"34725842","10.15252/embj.2021108788","The EMBO journal"
"26","Adrienn","","","Angyal",13,"34735795","10.1016/j.cell.2021.10.011","Cell"
"27","Adrienne","","","Goode",29,"34921774","10.1016/j.cell.2021.12.002","Cell"
"28","Adrienne","C","","Philson",5,"34610277","10.1016/j.cell.2021.09.013","Cell"
"29","Adwoa","","","Sefah",9,"34715023","10.1016/j.cell.2021.10.009","Cell"
"30","Afshin","","","Beheshti",38,"34822785","10.1016/j.cell.2021.11.008","Cell"
"31","Agata","A","","Bielecka",7,"34676563","10.15252/embj.2021108287","The EMBO journal"
"32","Agatha","","","Treveil",109,"34939300","10.15252/msb.202110851","Molecular systems biology"
"33","Agnieszka","","","Lukaszewicz",1,"34793701","10.1016/j.cell.2021.10.025","Cell"
"34","Agnieszka","","","Piszczek",7,"34786738","10.15252/embj.2020105862","The EMBO journal"
"35","Ahmed","","","El-Sehemy",11,"34494680","10.15252/embj.2020107264","The EMBO journal"
"36","Ahmed","","","Haouz",11,"34852239","10.1016/j.cell.2021.11.010","Cell"
"37","Aida","","","Iljazovic",5,"34676563","10.15252/embj.2021108287","The EMBO journal"
"38","Aishwarya","","","Devaraj",2,"34735796","10.1016/j.cell.2021.10.010","Cell"
"39","Aiwei","","","Zeng",3,"34842284","10.15252/embj.2021108883","The EMBO journal"
"40","Akankshi","","","Munjal",1,"34942099","10.1016/j.cell.2021.11.025","Cell"
"41","Akhona","","","Tshangela",17,"34890548","10.1016/j.cell.2021.10.031","Cell"
"42","Akihito","","","Harada",3,"34730297","10.15252/msb.202110323","Molecular systems biology"
"43","Akio","","","Masuda",2,"34605568","10.15252/embj.2020107485","The EMBO journal"
"44","Akira","","","Funahashi",26,"34939300","10.15252/msb.202110851","Molecular systems biology"
"45","Akshay","","","Gurdita",5,"34494680","10.15252/embj.2020107264","The EMBO journal"
"46","Alain","","","Puisieux",33,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"47","Alan","","","Brown",17,"34715025","10.1016/j.cell.2021.10.007","Cell"
"48","Alan","","","DenAdel",5,"34890551","10.1016/j.cell.2021.11.017","Cell"
"49","Alan","","","Dodson",23,"34921774","10.1016/j.cell.2021.12.002","Cell"
"50","Alan","J","","Emanuel",4,"34637701","10.1016/j.cell.2021.09.023","Cell"
"51","Alan","","","Kadek",3,"34935159","10.15252/embj.2020106523","The EMBO journal"
"52","Alan","R","","Pacheco",7,"34635859","10.1038/s41596-021-00593-3","Nature protocols"
"53","Alan","","","Shen",8,"34963056","10.1016/j.cell.2021.12.004","Cell"
"54","Alan","J","","Simmons",4,"34910928","10.1016/j.cell.2021.11.031","Cell"
"55","Alastair","J","H","Brown",1,"34822784","10.1016/j.cell.2021.11.001","Cell"
"56","Alban","","","Ordureau",8,"34942047","10.15252/embj.2021108823","The EMBO journal"
"57","Albert","","","Serra-Cardona",3,"34493873","10.1038/s41596-021-00618-x","Nature protocols"
"58","Albert","","","Xu",6,"34672952","10.1016/j.cell.2021.10.002","Cell"
"59","Alberto","Eugenio","","Tozzi",8,"34890548","10.1016/j.cell.2021.10.031","Cell"
"60","Alberto","","","Valdeolivas",102,"34939300","10.15252/msb.202110851","Molecular systems biology"
"61","Alejandro","","","Mata-Cabana",10,"34617299","10.15252/embj.2020107568","The EMBO journal"
"62","Aleksandra","","","Bankovacki",5,"34698396","10.15252/embj.2019103718","The EMBO journal"
"63","Aleksandra","A","","Petelski",1,"34716448","10.1038/s41596-021-00616-z","Nature protocols"
"64","Alessandra","","","Stangherlin",4,"34842284","10.15252/embj.2021108883","The EMBO journal"
"65","Alessandro","","","Potenza",6,"34595758","10.15252/embj.2021108008","The EMBO journal"
"66","Alessandro","","","Provenzani",18,"34791698","10.15252/embj.2020105026","The EMBO journal"
"67","Alessandro","","","Quattrone",15,"34791698","10.15252/embj.2020105026","The EMBO journal"
"68","Alex","","","Groisman",4,"34898015","10.15252/msb.202110505","Molecular systems biology"
"69","Alex","M","","Jaeger",21,"34890551","10.1016/j.cell.2021.11.017","Cell"
"70","Alex","","","Richter",53,"34735795","10.1016/j.cell.2021.10.011","Cell"
"71","Alex","K","","Shalek",47,"34890551","10.1016/j.cell.2021.11.017","Cell"
"72","Alexander","","","Borodavka",16,"34524703","10.15252/embj.2021107711","The EMBO journal"
"73","Alexander","","","Brandis",9,"34644530","10.1016/j.cell.2021.09.031","Cell"
"74","Alexander","","","Bukreyev",16,"34715022","10.1016/j.cell.2021.09.035","Cell"
"75","Alexander","","","Hargreaves",32,"34735795","10.1016/j.cell.2021.10.011","Cell"
"76","Alexander","","","Harms",2,"34957575","10.15252/embj.2021110382","The EMBO journal"
"77","Alexander","F","A","Keszei",12,"34644530","10.1016/j.cell.2021.09.031","Cell"
"78","Alexander","J","","Knights",1,"34459015","10.15252/embj.2020106061","The EMBO journal"
"79","Alexander","S","","Lee",7,"34786730","10.15252/embj.2021108307","The EMBO journal"
"80","Alexander","M","","Leipold",19,"34914922","10.1016/j.cell.2021.11.033","Cell"
"81","Alexander","","","Mazein",3,"34939300","10.15252/msb.202110851","Molecular systems biology"
"82","Alexander","R","","Nicols",15,"34735795","10.1016/j.cell.2021.10.011","Cell"
"83","Alexander","R","","Pico",126,"34939300","10.15252/msb.202110851","Molecular systems biology"
"84","Alexander","","","Rouvinski",8,"34852239","10.1016/j.cell.2021.11.010","Cell"
"85","Alexander","","","Uhrig",38,"34914922","10.1016/j.cell.2021.11.033","Cell"
"86","Alexander","J","","Weitzel",2,"34949863","10.1038/s41596-021-00646-7","Nature protocols"
"87","Alexander","B","","Willis",3,"34786730","10.15252/embj.2021108307","The EMBO journal"
"88","Alexandra","S","","Deeks",43,"34735795","10.1016/j.cell.2021.10.011","Cell"
"89","Alexandra","R","","Magee",12,"34637701","10.1016/j.cell.2021.09.023","Cell"
"90","Alexandra","","","Michurina",1,"34806773","10.15252/embj.2020106459","The EMBO journal"
"91","Alexandra","","","Podhornik",19,"34586646","10.15252/embj.2021108234","The EMBO journal"
"92","Alexandra","","","Schnell",1,"34875227","10.1016/j.cell.2021.11.018","Cell"
"93","Alexandra","","","Taraboletti",10,"34822781","10.1016/j.cell.2021.10.030","Cell"
"94","Alexandre","","","Boissonnas",35,"34963056","10.1016/j.cell.2021.12.004","Cell"
"95","Alexis","J","","Combes",1,"34963056","10.1016/j.cell.2021.12.004","Cell"
"96","Alexis","","","Harun",14,"34767757","10.1016/j.cell.2021.10.015","Cell"
"97","Alf","Håkon","","Lystad",12,"34741801","10.1016/j.cell.2021.10.017","Cell"
"98","Alfonso","","","Valencia",134,"34939300","10.15252/msb.202110851","Molecular systems biology"
"99","Ali","","","Amini",18,"34735795","10.1016/j.cell.2021.10.011","Cell"
"100","Ali","H","","Brivanlou",3,"34754086","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology"
"101","Ali","","","Jazayeri",43,"34822784","10.1016/j.cell.2021.11.001","Cell"
"102","Ali","","","Khateb",1,"34642948","10.15252/embj.2021109683","The EMBO journal"
"103","Ali","","","Shilatifard",16,"34786730","10.15252/embj.2021108307","The EMBO journal"
"104","Alice","","","Bongers",10,"34601723","10.15252/embj.2021108944","The EMBO journal"
"105","Alice","","","Bridges-Webb",21,"34735795","10.1016/j.cell.2021.10.011","Cell"
"106","Alina","","","Bollhagen",7,"34875227","10.1016/j.cell.2021.11.018","Cell"
"107","Alina","","","Renz",31,"34939300","10.15252/msb.202110851","Molecular systems biology"
"108","Aline","","","Linder",23,"34735795","10.1016/j.cell.2021.10.011","Cell"
"109","Alison","R","","Gosliga",5,"34779515","10.15252/embj.2021107640","The EMBO journal"
"110","Allan","F","","McRae",38,"34767757","10.1016/j.cell.2021.10.015","Cell"
"111","Allana","","","Schooley",6,"34725842","10.15252/embj.2021108788","The EMBO journal"
"112","Allen","","","Wang",10,"34774128","10.1016/j.cell.2021.10.024","Cell"
"113","Allison","","","Gaudinier",7,"34816587","10.15252/msb.202110625","Molecular systems biology"
"114","Almut","","","Luetge",23,"34822786","10.1016/j.cell.2021.11.003","Cell"
"115","Alpaslan","","","Tasdogan",2,"34535790","10.1038/s41596-021-00605-2","Nature protocols"
"116","Altea","","","Targa",1,"34528284","10.15252/embj.2021107839","The EMBO journal"
"117","Alvaro","","","Glavic",11,"34726286","10.15252/embj.2021109149","The EMBO journal"
"118","Alvaro","","","Sanchez",11,"34635859","10.1038/s41596-021-00593-3","Nature protocols"
"119","Alyssa","D","","Cordero",3,"34822781","10.1016/j.cell.2021.10.030","Cell"
"120","Amandine","","","Batté",7,"34817085","10.15252/embj.2021108813","The EMBO journal"
"121","Amandine","","","Radziejwoski",5,"34726281","10.15252/embj.2021108684","The EMBO journal"
"122","Amar","","","Patel",27,"34963056","10.1016/j.cell.2021.12.004","Cell"
"123","Amparo","","","Cano",8,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"124","Amy","","","Chow",9,"34739832","10.1016/j.cell.2021.10.014","Cell"
"125","Amy","C","","Reichelt",1,"34741153","10.1038/s41596-021-00627-w","Nature protocols"
"126","Ana","C","","Anderson",31,"34910928","10.1016/j.cell.2021.11.031","Cell"
"127","Ana","J","","Garcia-Saez",13,"34931711","10.15252/embj.2021108690","The EMBO journal"
"128","Ana","T","","Nogueira",5,"34637702","10.1016/j.cell.2021.09.026","Cell"
"129","Ana","M","","Valdes",55,"34822786","10.1016/j.cell.2021.11.003","Cell"
"130","Ana","","","Vieira-Saecker",6,"34825707","10.15252/embj.2021108662","The EMBO journal"
"131","Anand","D","","Jeyasekharan",4,"34587491","10.1016/j.cell.2021.09.025","Cell"
"132","Anand","","","Kumar",2,"34747040","10.15252/embj.2021108341","The EMBO journal"
"133","Anastasia","","","Nesterova",95,"34939300","10.15252/msb.202110851","Molecular systems biology"
"134","Anders","","","Riutta",78,"34939300","10.15252/msb.202110851","Molecular systems biology"
"135","André","","","Fischer",18,"34806773","10.15252/embj.2020106459","The EMBO journal"
"136","André","G","","Uitterlinden",47,"34822786","10.1016/j.cell.2021.11.003","Cell"
"137","Andrea","","","Ablasser",30,"34586646","10.15252/embj.2021108234","The EMBO journal"
"138","Andrea","J","","Barczak",10,"34963056","10.1016/j.cell.2021.12.004","Cell"
"139","Andrea","","","Baronchelli",10,"34890548","10.1016/j.cell.2021.10.031","Cell"
"140","Andrea","","","Carfi",36,"34921774","10.1016/j.cell.2021.12.002","Cell"
"141","Andrea","","","Cerase",10,"34786738","10.15252/embj.2020105862","The EMBO journal"
"142","Andrea","","","Ciliberto",14,"34605051","10.15252/embj.2021108225","The EMBO journal"
"143","Andrea","M","","DiVenere",7,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"144","Andrea","","","Goya Grocin",4,"34707257","10.1038/s41596-021-00601-6","Nature protocols"
"145","Andrea","","","Kranz",16,"34806773","10.15252/embj.2020106459","The EMBO journal"
"146","Andrea","J","","Kriz",5,"34856126","10.1016/j.cell.2021.11.012","Cell"
"147","Andrea","","","Orsi",3,"34957576","10.15252/embj.2021108518","The EMBO journal"
"148","Andrea","","","Rolong",10,"34910928","10.1016/j.cell.2021.11.031","Cell"
"149","Andrea","","","Senff-Ribeiro",63,"34939300","10.15252/msb.202110851","Molecular systems biology"
"150","Andrea","","","Zuccolo",5,"34965378","10.1016/j.cell.2021.12.006","Cell"
"151","Andreas","","","Dräger",30,"34939300","10.15252/msb.202110851","Molecular systems biology"
"152","Andreas","","","Hocke",36,"34914922","10.1016/j.cell.2021.11.033","Cell"
"153","Andreas","","","Linden",3,"34672953","10.1016/j.cell.2021.09.033","Cell"
"154","Andreas","","","Ruepp",11,"34939300","10.15252/msb.202110851","Molecular systems biology"
"155","Andreas","D","","Schenk",2,"34595758","10.15252/embj.2021108008","The EMBO journal"
"156","Andreas","","","Tholey",8,"34612526","10.15252/embj.2021108542","The EMBO journal"
"157","Andreas","","","Villunger",10,"34931711","10.15252/embj.2021108690","The EMBO journal"
"158","Andrei","","","Barysenka",15,"34822786","10.1016/j.cell.2021.11.003","Cell"
"159","Andrés","","","Méndez-Lucas",1,"34942098","10.1016/j.cell.2021.11.036","Cell"
"160","Andressa","Dias","","Costa",15,"34890551","10.1016/j.cell.2021.11.017","Cell"
"161","Andrew","J","","Aguirre",46,"34890551","10.1016/j.cell.2021.11.017","Cell"
"162","Andrew","J","","Aguirre",30,"34910928","10.1016/j.cell.2021.11.031","Cell"
"163","Andrew","D","","Beale",6,"34842284","10.15252/embj.2021108883","The EMBO journal"
"164","Andrew","M","","Burns",3,"34935163","10.15252/embj.2021109728","The EMBO journal"
"165","Andrew","D","","Cherniack",24,"34890551","10.1016/j.cell.2021.11.017","Cell"
"166","Andrew","","","Clark",3,"34837085","10.1038/s41596-021-00631-0","Nature protocols"
"167","Andrew","","","Cross",20,"34735795","10.1016/j.cell.2021.10.011","Cell"
"168","Andrew","J","","Hudson",10,"34779515","10.15252/embj.2021107640","The EMBO journal"
"169","Andrew","M","","Jobbins",1,"34779515","10.15252/embj.2021107640","The EMBO journal"
"170","Andrew","","","Leduc",3,"34716448","10.1038/s41596-021-00616-z","Nature protocols"
"171","Andrew","L","","Lemire",10,"34875226","10.1016/j.cell.2021.11.024","Cell"
"172","Andrew","","","Macklin",7,"34644529","10.1016/j.cell.2021.09.022","Cell"
"173","Andrew","J","","Macpherson",10,"34622466","10.15252/embj.2021108605","The EMBO journal"
"174","Andrew","J","","Modzelewski",1,"34644528","10.1016/j.cell.2021.09.021","Cell"
"175","Andrew","P","","Morris",54,"34822786","10.1016/j.cell.2021.11.003","Cell"
"176","Andrew","","","Nam",11,"34798069","10.1016/j.cell.2021.10.027","Cell"
"177","Andrew","W","","Navia",3,"34890551","10.1016/j.cell.2021.11.017","Cell"
"178","Andrew","J","","Pollard",44,"34735795","10.1016/j.cell.2021.10.011","Cell"
"179","Andrew","E","","Rosselot",1,"34704277","10.15252/embj.2020106973","The EMBO journal"
"180","Andrew","B","","Tobin",48,"34822784","10.1016/j.cell.2021.11.001","Cell"
"181","Andrew","B","","Ward",18,"34715022","10.1016/j.cell.2021.09.035","Cell"
"182","Andrew","I","","Webb",13,"34698396","10.15252/embj.2019103718","The EMBO journal"
"183","Andrew","J","O","Whitehouse",39,"34767757","10.1016/j.cell.2021.10.015","Cell"
"184","Andrey","","","Yurchenko",6,"34533226","10.15252/embj.2020104543","The EMBO journal"
"185","Ang","","","Gao",3,"34487377","10.15252/embj.2021108065","The EMBO journal"
"186","Angela","","","Bauch",85,"34939300","10.15252/msb.202110851","Molecular systems biology"
"187","Angela","M","","Jarrett",1,"34552262","10.1038/s41596-021-00617-y","Nature protocols"
"188","Angela","L","","Jones",18,"34910928","10.1016/j.cell.2021.11.031","Cell"
"189","Angelika","","","Griep",5,"34825707","10.15252/embj.2021108662","The EMBO journal"
"190","Angelo","","","Poletti",17,"34791698","10.15252/embj.2020105026","The EMBO journal"
"191","Angus","","","Lee",4,"34644528","10.1016/j.cell.2021.09.021","Cell"
"192","Anita","","","de Waard",97,"34939300","10.15252/msb.202110851","Molecular systems biology"
"193","Anita","","","Pras",1,"34617299","10.15252/embj.2020107568","The EMBO journal"
"194","Anja","","","Basters",5,"34595758","10.15252/embj.2021108008","The EMBO journal"
"195","Anja","E","","Hauser",55,"34914922","10.1016/j.cell.2021.11.033","Cell"
"196","Anja","","","Konietzny",1,"34935159","10.15252/embj.2020106523","The EMBO journal"
"197","Anja","","","Scheufen",7,"34725842","10.15252/embj.2021108788","The EMBO journal"
"198","Anjali","K","","Henders",2,"34767757","10.1016/j.cell.2021.10.015","Cell"
"199","Anmin","","","Wang",7,"34678144","10.1016/j.cell.2021.09.032","Cell"
"200","Ann","","","Cirincione",5,"34672952","10.1016/j.cell.2021.10.002","Cell"
"201","Ann","K","","Hogan",1,"34786730","10.15252/embj.2021108307","The EMBO journal"
"202","Ann","","","Kennedy",4,"34822783","10.1016/j.cell.2021.10.021","Cell"
"203","Anna","C","","Aschenbrenner",29,"34914922","10.1016/j.cell.2021.11.033","Cell"
"204","Anna","Luisa","","Hiller",14,"34914922","10.1016/j.cell.2021.11.033","Cell"
"205","Anna","Lena","","Hrabě de Angelis",4,"34622466","10.15252/embj.2021108605","The EMBO journal"
"206","Anna","","","Jablonska",2,"34903870","10.1038/s41596-021-00634-x","Nature protocols"
"207","Anna","","","Niarakis",2,"34939300","10.15252/msb.202110851","Molecular systems biology"
"208","Anna","","","Pascual-Reguant",15,"34914922","10.1016/j.cell.2021.11.033","Cell"
"209","Anna","","","Schroeder",1,"34715019","10.1016/j.cell.2021.09.036","Cell"
"210","Anna","G","","Sorace",5,"34552262","10.1038/s41596-021-00617-y","Nature protocols"
"211","Anna","Chiara","","Vicini",1,"34759385","10.1038/s41596-021-00625-y","Nature protocols"
"212","Anna-Katerina","","","Hadjantonakis",17,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"213","Annalee","W","","Nguyen",14,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"214","Anne","","","Biton",9,"34644528","10.1016/j.cell.2021.09.021","Cell"
"215","Anne","","","Bothmer",9,"34672952","10.1016/j.cell.2021.10.002","Cell"
"216","Anne","","","Czechanski",5,"34931323","10.15252/embj.2021109445","The EMBO journal"
"217","Anne","","","Masi",21,"34767757","10.1016/j.cell.2021.10.015","Cell"
"218","Anne","","","Simonsen",14,"34741801","10.1016/j.cell.2021.10.017","Cell"
"219","Anne","Heidi","","Skogholt",11,"34822786","10.1016/j.cell.2021.11.003","Cell"
"220","Anne","P","","Werner",16,"34921774","10.1016/j.cell.2021.12.002","Cell"
"221","Anneroos","E","","Nederstigt",3,"34942047","10.15252/embj.2021108823","The EMBO journal"
"222","Annett","","","Halle",8,"34825707","10.15252/embj.2021108662","The EMBO journal"
"223","Anthony","","","Brown",45,"34735795","10.1016/j.cell.2021.10.011","Cell"
"224","Anthony","","","Cook",22,"34921774","10.1016/j.cell.2021.12.002","Cell"
"225","Anthony","W","P","Fitzpatrick",16,"34890553","10.1016/j.cell.2021.11.029","Cell"
"226","Anthony","J","","Miller",9,"34523752","10.15252/embj.2020106847","The EMBO journal"
"227","Antoine","","","Clery",6,"34779515","10.15252/embj.2021107640","The EMBO journal"
"228","Antoine","","","Devisme",2,"34644529","10.1016/j.cell.2021.09.022","Cell"
"229","Antoine-Emmanuel","","","Saliba",62,"34914922","10.1016/j.cell.2021.11.033","Cell"
"230","Anton","Ipm","","de Kroon",13,"34873731","10.15252/embj.2020106837","The EMBO journal"
"231","Anton","","","Maximov",18,"34636430","10.15252/embj.2021107757","The EMBO journal"
"232","Anton","","","Yuryev",96,"34939300","10.15252/msb.202110851","Molecular systems biology"
"233","Antonela","","","Bonafina",1,"34751964","10.15252/embj.2021109935","The EMBO journal"
"234","Antonia","","","Ratti",13,"34791698","10.15252/embj.2020105026","The EMBO journal"
"235","Antonio","","","Abad",8,"34617326","10.15252/embj.2021108125","The EMBO journal"
"236","Antonio","","","García de Herreros",15,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"237","Antonio","","","Marzio",1,"34963055","10.1016/j.cell.2021.12.005","Cell"
"238","Antonio","","","Scala",13,"34890548","10.1016/j.cell.2021.10.031","Cell"
"239","Antti","","","Hassinen",10,"34709727","10.15252/msb.202110396","Molecular systems biology"
"240","Antti","","","Poso",15,"34709727","10.15252/msb.202110396","Molecular systems biology"
"241","Anum","S","","Kazerouni",2,"34552262","10.1038/s41596-021-00617-y","Nature protocols"
"242","Anushka","V","","Goonawardena",28,"34822784","10.1016/j.cell.2021.11.001","Cell"
"243","Anvita","","","Singaraju",4,"34875227","10.1016/j.cell.2021.11.018","Cell"
"244","Aparna","","","Anand",10,"34644528","10.1016/j.cell.2021.09.021","Cell"
"245","April","","","Hartley",9,"34822786","10.1016/j.cell.2021.11.003","Cell"
"246","Arabinda","","","Nayak",13,"34852237","10.1016/j.cell.2021.11.023","Cell"
"247","Archita","","","Mishra",1,"34822780","10.1016/j.cell.2021.10.028","Cell"
"248","Arjun","","","Kumar",6,"34838159","10.1016/j.cell.2021.11.004","Cell"
"249","Arjun","Arkal","","Rao",18,"34963056","10.1016/j.cell.2021.12.004","Cell"
"250","Arnaldo","A","","Arbini",8,"34963055","10.1016/j.cell.2021.12.005","Cell"
"251","Arnau","","","Montagud",24,"34939300","10.15252/msb.202110851","Molecular systems biology"
"252","Arnaud","R","","Krebs",5,"34773120","10.1038/s41596-021-00630-1","Nature protocols"
"253","Arne","","","Neyrinck",23,"34798069","10.1016/j.cell.2021.10.027","Cell"
"254","Arno","","","Vanstapel",5,"34798069","10.1016/j.cell.2021.10.027","Cell"
"255","Arnold","","","Kriegstein",8,"34585770","10.15252/embj.2021107915","The EMBO journal"
"256","Arthur","","","Christopoulos",41,"34822784","10.1016/j.cell.2021.11.001","Cell"
"257","Arthur","","","Gilly",18,"34822786","10.1016/j.cell.2021.11.003","Cell"
"258","Arturo","","","Ortin-Martinez",1,"34494680","10.15252/embj.2020107264","The EMBO journal"
"259","Arun","Kumar","","Tonduru",9,"34709727","10.15252/msb.202110396","Molecular systems biology"
"260","Arvind","","","Sharma",1,"34852239","10.1016/j.cell.2021.11.010","Cell"
"261","Asaf","","","Rotem",29,"34890551","10.1016/j.cell.2021.11.017","Cell"
"262","Ashir","A","","Borah",12,"34890551","10.1016/j.cell.2021.11.017","Cell"
"263","Ashish","","","Jain",6,"34741801","10.1016/j.cell.2021.10.017","Cell"
"264","Asigul","","","Ismayil",2,"34888888","10.15252/embj.2021108713","The EMBO journal"
"265","Aslıhan","","","Tolun",31,"34904718","10.15252/embj.2020105531","The EMBO journal"
"266","Aspasia","","","Tsezou",56,"34822786","10.1016/j.cell.2021.11.003","Cell"
"267","Asya","","","Rolls",18,"34752731","10.1016/j.cell.2021.10.013","Cell"
"268","Asya","","","Rolls",18,"34890554","10.1016/j.cell.2021.11.021","Cell"
"269","Augustin","","","Luna",99,"34939300","10.15252/msb.202110851","Molecular systems biology"
"270","Aurélie","","","Ploquin",34,"34921774","10.1016/j.cell.2021.12.002","Cell"
"271","Aurélien","","","Dugourd",113,"34939300","10.15252/msb.202110851","Molecular systems biology"
"272","Aurélien","","","Naldi",114,"34939300","10.15252/msb.202110851","Molecular systems biology"
"273","Aurelio","","","Orta-Resendiz",6,"34939300","10.15252/msb.202110851","Molecular systems biology"
"274","Aurore","","","Claude-Taupin",13,"34741801","10.1016/j.cell.2021.10.017","Cell"
"275","Austin","","","Edwards",12,"34963056","10.1016/j.cell.2021.12.004","Cell"
"276","Austin","K","","Rennels",9,"34861191","10.1016/j.cell.2021.11.016","Cell"
"277","Austin","N","","Southard-Smith",15,"34910928","10.1016/j.cell.2021.11.031","Cell"
"278","Avigail","","","Stokar-Avihail",4,"34644530","10.1016/j.cell.2021.09.031","Cell"
"279","Aviv","","","Regev",15,"34875227","10.1016/j.cell.2021.11.018","Cell"
"280","Aviv","","","Regev",33,"34910928","10.1016/j.cell.2021.11.031","Cell"
"281","Ayman","","","Zeine",8,"34715023","10.1016/j.cell.2021.10.009","Cell"
"282","Ayoub","","","Saei",34,"34735795","10.1016/j.cell.2021.10.011","Cell"
"283","B","Joanne","","Power",7,"34935163","10.15252/embj.2021109728","The EMBO journal"
"284","Bae","Keun","","Park",18,"34942100","10.1016/j.cell.2021.11.030","Cell"
"285","Baohua","","","Li",2,"34816587","10.15252/msb.202110625","Molecular systems biology"
"286","Baoming","","","Qin",17,"34697467","10.1038/s41596-021-00609-y","Nature protocols"
"287","Barbara","","","Ben Yamin",1,"34533226","10.15252/embj.2020104543","The EMBO journal"
"288","Barbara","N","","Borsos",6,"34605059","10.15252/embj.2021108271","The EMBO journal"
"289","Barbara","","","Brauner",14,"34939300","10.15252/msb.202110851","Molecular systems biology"
"290","Barbara","J","","Flynn",3,"34921774","10.1016/j.cell.2021.12.002","Cell"
"291","Barbara","T","","Grünwald",1,"34644529","10.1016/j.cell.2021.09.022","Cell"
"292","Barbara","","","Zaussinger-Haas",8,"34586646","10.15252/embj.2021108234","The EMBO journal"
"293","Barney","S","","Graham",43,"34921774","10.1016/j.cell.2021.12.002","Cell"
"294","Barry","","","Kesner",3,"34856126","10.1016/j.cell.2021.11.012","Cell"
"295","Barry","","","Teobald",40,"34822784","10.1016/j.cell.2021.11.001","Cell"
"296","Beatrice","","","Engelmann",5,"34612526","10.15252/embj.2021108542","The EMBO journal"
"297","Beatrice","","","Righetti",7,"34610277","10.1016/j.cell.2021.09.013","Cell"
"298","Begüm","","","Aydin",2,"34717799","10.1016/j.cell.2021.10.004","Cell"
"299","Bei","","","Liu",1,"34637702","10.1016/j.cell.2021.09.026","Cell"
"300","Beibei","","","Fan",5,"34558085","10.15252/embj.2020107277","The EMBO journal"
"301","Beika","","","Zhu",4,"34585770","10.15252/embj.2021107915","The EMBO journal"
"302","Beisi","","","Xu",3,"34850409","10.15252/embj.2021108544","The EMBO journal"
"303","Ben","","","Korin",13,"34752731","10.1016/j.cell.2021.10.013","Cell"
"304","Ben","","","Korin",13,"34890554","10.1016/j.cell.2021.11.021","Cell"
"305","Ben","","","Stanger",36,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"306","Bendik","","","Winsvold",48,"34822786","10.1016/j.cell.2021.11.003","Cell"
"307","Benjamín","","","Caballero",4,"34726286","10.15252/embj.2021109149","The EMBO journal"
"308","Benjamin","M","","Gyori",86,"34939300","10.15252/msb.202110851","Molecular systems biology"
"309","Benjamin","R","","Morehouse",2,"34644530","10.1016/j.cell.2021.09.031","Cell"
