"","ForeName","Middle1","Middle2","LastName","Order","PMID","DOI","Journal"
"779","Francesca","","","Sacco",94,"34939300","10.15252/msb.202110851","Molecular systems biology"
"780","Francesco","A","","Aprile",3,"34617299","10.15252/embj.2020107568","The EMBO journal"
"781","Francesco","","","Ibba",3,"34759385","10.1038/s41596-021-00625-y","Nature protocols"
"782","Francesco","","","Messina",34,"34939300","10.15252/msb.202110851","Molecular systems biology"
"783","Franck","","","Augé",121,"34939300","10.15252/msb.202110851","Molecular systems biology"
"784","Francois","","","Dossin",13,"34813726","10.1016/j.cell.2021.10.022","Cell"
"785","Francois","","","Dossin",13,"34890555","10.1016/j.cell.2021.11.028","Cell"
"786","François","","","Marchildon",5,"34717799","10.1016/j.cell.2021.10.004","Cell"
"787","Françoise","","","Porrot",14,"34601723","10.15252/embj.2021108944","The EMBO journal"
"788","Frank","L","","Heppner",37,"34914922","10.1016/j.cell.2021.11.033","Cell"
"789","Frank","","","Revetta",19,"34910928","10.1016/j.cell.2021.11.031","Cell"
"790","Frank","","","Robledo-Avila",5,"34735796","10.1016/j.cell.2021.10.010","Cell"
"791","Frauke","","","Zipp",2,"34767775","10.1016/j.cell.2021.10.018","Cell"
"792","Frédéric","H","T","Allain",11,"34779515","10.15252/embj.2021107640","The EMBO journal"
"793","Frederic","D","","Bushman",6,"34822779","10.1016/j.cell.2021.10.026","Cell"
"794","Frederic","","","Rousseau",18,"34617299","10.15252/embj.2020107568","The EMBO journal"
"795","Frederic","","","Rousseau",14,"34842295","10.15252/embj.2021108591","The EMBO journal"
"796","Fredrick","E","","Henry",9,"34875226","10.1016/j.cell.2021.11.024","Cell"
"797","Fridolin","","","Gross",4,"34605051","10.15252/embj.2021108225","The EMBO journal"
"798","Friederike","","","Ehrhart",54,"34939300","10.15252/msb.202110851","Molecular systems biology"
"799","Friederike","","","Knipping",4,"34653350","10.1016/j.cell.2021.09.018","Cell"
"800","Fu-Sheng","","","Wang",82,"34767776","10.1016/j.cell.2021.10.023","Cell"
"801","Gabriel","","","Quiroz",12,"34904718","10.15252/embj.2020105531","The EMBO journal"
"802","Gabriela","K","","Fragiadakis",33,"34963056","10.1016/j.cell.2021.12.004","Cell"
"803","Gabriela","","","LaPlante",4,"34707256","10.1038/s41596-021-00612-3","Nature protocols"
"804","Gabriele","","","Pupo",2,"34759385","10.1038/s41596-021-00625-y","Nature protocols"
"805","Gabriele","","","Sales",8,"34644528","10.1016/j.cell.2021.09.021","Cell"
"806","Gabriella","C","","Reeder",6,"34963056","10.1016/j.cell.2021.12.004","Cell"
"807","Gabriella","","","Viero",14,"34791698","10.15252/embj.2020105026","The EMBO journal"
"808","GaHyun","","","Lee",2,"34773119","10.1038/s41596-021-00626-x","Nature protocols"
"809","Gail","A","","Alvares",3,"34767757","10.1016/j.cell.2021.10.015","Cell"
"810","Gail","","","Cross",1,"34587491","10.1016/j.cell.2021.09.025","Cell"
"811","Ganesh","S","","Anand",11,"34852238","10.1016/j.cell.2021.11.009","Cell"
"812","Gang","","","Wang",8,"34644527","10.1016/j.cell.2021.09.030","Cell"
"813","Gang","","","Wu",5,"34704277","10.15252/embj.2020106973","The EMBO journal"
"814","Gang","","","Xu",46,"34767776","10.1016/j.cell.2021.10.023","Cell"
"815","GaoXiang","","","Wang",41,"34767776","10.1016/j.cell.2021.10.023","Cell"
"816","Gavin","","","Screaton",55,"34735795","10.1016/j.cell.2021.10.011","Cell"
"817","Gavin","R","","Screaton",9,"34852238","10.1016/j.cell.2021.11.009","Cell"
"818","Gavin","R","","Screaton",16,"34852239","10.1016/j.cell.2021.11.010","Cell"
"819","Geert","","","Berx",3,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"820","Gena","G","","Foster",12,"34852236","10.1016/j.cell.2021.11.007","Cell"
"821","Gene","W","","Tyson",6,"34767757","10.1016/j.cell.2021.10.015","Cell"
"822","Genevieve","M","","Boland",29,"34910928","10.1016/j.cell.2021.11.031","Cell"
"823","Geoffrey","I","","Shapiro",35,"34890551","10.1016/j.cell.2021.11.017","Cell"
"824","Geoffroy","","","Andrieux",3,"34644529","10.1016/j.cell.2021.09.022","Cell"
"825","Georg","","","Kempf",3,"34595758","10.15252/embj.2021108008","The EMBO journal"
"826","Georg","","","Krainer",11,"34524703","10.15252/embj.2021107711","The EMBO journal"
"827","Georg","","","Machat",16,"34586646","10.15252/embj.2021108234","The EMBO journal"
"828","George","","","Alexiadis",14,"34822786","10.1016/j.cell.2021.11.003","Cell"
"829","George","C","","Babis",37,"34822786","10.1016/j.cell.2021.11.003","Cell"
"830","George","Davey","","Smith",50,"34822786","10.1016/j.cell.2021.11.003","Cell"
"831","Gerald","","","Holtmann",27,"34767757","10.1016/j.cell.2021.10.015","Cell"
"832","Gerard","R","","Dawson",32,"34822784","10.1016/j.cell.2021.11.001","Cell"
"833","Gerd","","","Meyer Zu Horste",12,"34875227","10.1016/j.cell.2021.11.018","Cell"
"834","Gerda","","","Egger",28,"34586646","10.15252/embj.2021108234","The EMBO journal"
"835","Gerhard","","","Christofori",10,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"836","Giacomo","","","Volpe",14,"34697467","10.1038/s41596-021-00609-y","Nature protocols"
"837","Gil","","","Amitai",14,"34644530","10.1016/j.cell.2021.09.031","Cell"
"838","Gilad","","","Doitsh",10,"34852237","10.1016/j.cell.2021.11.023","Cell"
"839","Giles","A","","Brown",4,"34822784","10.1016/j.cell.2021.11.001","Cell"
"840","Gisela","","","Fobo",12,"34939300","10.15252/msb.202110851","Molecular systems biology"
"841","Giulia","","","Rancati",8,"34528284","10.15252/embj.2021107839","The EMBO journal"
"842","Giulia","","","Rancati",12,"34605051","10.15252/embj.2021108225","The EMBO journal"
"843","Giulia","","","Ruffini",5,"34617598","10.15252/embj.2021107958","The EMBO journal"
"844","Giulia","","","Slaviero",2,"34928538","10.15252/msb.202110504","Molecular systems biology"
"845","Giulia","","","Zanetti",10,"34935163","10.15252/embj.2021109728","The EMBO journal"
"846","Giulio","","","Mattedi",16,"34822784","10.1016/j.cell.2021.11.001","Cell"
"847","Giuseppe","","","Baldacci",16,"34533226","10.15252/embj.2020104543","The EMBO journal"
"848","Giuseppe","","","Di Feo",4,"34963055","10.1016/j.cell.2021.12.005","Cell"
"849","Giuseppe","A","","Saldi",3,"34715023","10.1016/j.cell.2021.10.009","Cell"
"850","Gláucia","C","","Furtado",6,"34717799","10.1016/j.cell.2021.10.004","Cell"
"851","Glennys","V","","Reynoso",8,"34618370","10.15252/embj.2021108966","The EMBO journal"
"852","Goar","","","Frishman",15,"34939300","10.15252/msb.202110851","Molecular systems biology"
"853","Gökçe","Yağmur","","Summak",49,"34939300","10.15252/msb.202110851","Molecular systems biology"
"854","Gord","","","Fishell",17,"34715023","10.1016/j.cell.2021.10.009","Cell"
"855","Gözde","","","Kibar",6,"34786738","10.15252/embj.2020105862","The EMBO journal"
"856","Grace","Or","","Mizuno",3,"34610277","10.1016/j.cell.2021.09.013","Cell"
"857","Graham","S","","Timmins",20,"34741801","10.1016/j.cell.2021.10.017","Cell"
"858","Grainne","","","O'Kane",14,"34644529","10.1016/j.cell.2021.09.022","Cell"
"859","Greg","","","Donahue",6,"34861191","10.1016/j.cell.2021.11.016","Cell"
"860","Greg","","","Fleishman",3,"34875226","10.1016/j.cell.2021.11.024","Cell"
"861","Greg","","","Osborne",20,"34822784","10.1016/j.cell.2021.11.001","Cell"
"862","Gregor","","","Eichele",14,"34806773","10.15252/embj.2020106459","The EMBO journal"
"863","Gregor","","","Eisenwort",17,"34586646","10.15252/embj.2021108234","The EMBO journal"
"864","Gregory","J","","Goodall",16,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"865","Gregory","J","","Goodall",2,"34887545","10.1038/s41580-021-00442-x","Nature reviews. Molecular cell biology"
"866","Gregory","C","","Ippolito",17,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"867","Gregory","D","","Longmore",25,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"868","Gregory","A","","Newby",9,"34653350","10.1016/j.cell.2021.09.018","Cell"
"869","Gregory","A","","Newby",2,"34789924","10.1038/s41596-021-00525-1","Nature protocols"
"870","Greig","I","","de Zubicaray",29,"34767757","10.1016/j.cell.2021.10.015","Cell"
"871","Grigori","","","Guitchounts",4,"34879231","10.1016/j.cell.2021.11.022","Cell"
"872","Guanming","","","Wu",77,"34939300","10.15252/msb.202110851","Molecular systems biology"
"873","Guanshu","","","Liu",7,"34903870","10.1038/s41596-021-00634-x","Nature protocols"
"874","Gudmar","","","Thorleifsson",52,"34822786","10.1016/j.cell.2021.11.003","Cell"
"875","Gui","","","Ma",5,"34487377","10.15252/embj.2021108065","The EMBO journal"
"876","Guido","","","Barzaghi",2,"34773120","10.1038/s41596-021-00630-1","Nature protocols"
"877","Guido","","","Papa",3,"34524703","10.15252/embj.2021107711","The EMBO journal"
"878","Guillaume","","","Holzer",1,"34725842","10.15252/embj.2021108788","The EMBO journal"
"879","Guize","","","Feng",4,"34747049","10.15252/embj.2021108080","The EMBO journal"
"880","Gun","Ho","","Jang",8,"34644529","10.1016/j.cell.2021.09.022","Cell"
"881","Guohong","","","Deng",20,"34767776","10.1016/j.cell.2021.10.023","Cell"
"882","Guojun","","","Sheng",47,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"883","Gurjinder","","","Sandhar",24,"34735795","10.1016/j.cell.2021.10.011","Cell"
"884","Gustavo","","","Vasen",2,"34838159","10.1016/j.cell.2021.11.004","Cell"
"885","Gyda","","","Bjornsdottir",16,"34822786","10.1016/j.cell.2021.11.003","Cell"
"886","Hae","Sang","","Park",9,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"887","Hai","","","Zhou",15,"34798069","10.1016/j.cell.2021.10.027","Cell"
"888","Haidong","","","Li",8,"34747049","10.15252/embj.2021108080","The EMBO journal"
"889","Hailey","","","Hornsby",28,"34735795","10.1016/j.cell.2021.10.011","Cell"
"890","Hairong","","","Wei",35,"34965378","10.1016/j.cell.2021.12.006","Cell"
"891","Haitham","","","Hajjo",10,"34752731","10.1016/j.cell.2021.10.013","Cell"
"892","Haitham","","","Hajjo",10,"34890554","10.1016/j.cell.2021.11.021","Cell"
"893","Haiying","","","Liu",6,"34472622","10.15252/embj.2021108028","The EMBO journal"
"894","Haley","M","","Amemiya",1,"34961960","10.15252/embj.2021108708","The EMBO journal"
"895","Haley","J","","Fortin",3,"34931323","10.15252/embj.2021109445","The EMBO journal"
"896","Hami","E","","Ray",27,"34822785","10.1016/j.cell.2021.11.008","Cell"
"897","Hamid","","","Kashkar",12,"34931711","10.15252/embj.2021108690","The EMBO journal"
"898","Hampus","","","Karlsson",4,"34608336","10.1038/s41596-021-00606-1","Nature protocols"
"899","Han","","","Dong",2,"34850409","10.15252/embj.2021108544","The EMBO journal"
"900","Hanfei","","","Deng",1,"34890577","10.1016/j.cell.2021.11.019","Cell"
"901","Hanjing","","","Wei",6,"34957577","10.15252/embj.2021108415","The EMBO journal"
"902","Hanna","","","Borlinghaus",21,"34939300","10.15252/msb.202110851","Molecular systems biology"
"903","Hanna","","","Engelke",15,"34524703","10.15252/embj.2021107711","The EMBO journal"
"904","Hanna","","","Lee",8,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"905","Hanna","","","Salmonowicz",3,"34715021","10.1016/j.cell.2021.09.034","Cell"
"906","Hannah","","","Farley",2,"34715025","10.1016/j.cell.2021.10.007","Cell"
"907","Hannah","A","","Grunwald",1,"34949863","10.1038/s41596-021-00646-7","Nature protocols"
"908","Hannah","M","","McMillan",1,"34636061","10.15252/embj.2021108174","The EMBO journal"
"909","Hannah","L","","Williams",4,"34890551","10.1016/j.cell.2021.11.017","Cell"
"910","Hanne","","","Andersen",40,"34921774","10.1016/j.cell.2021.12.002","Cell"
"911","Hannes","","","Link",6,"34928538","10.15252/msb.202110504","Molecular systems biology"
"912","Hans","","","Clevers",3,"33437066","10.1038/s41596-021-00494-5","Nature protocols"
"913","Hao","","","Li",1,"34850409","10.15252/embj.2021108544","The EMBO journal"
"914","Hao","","","Wu",14,"34678144","10.1016/j.cell.2021.09.032","Cell"
"915","Hao","","","Wu",7,"34861190","10.1016/j.cell.2021.11.011","Cell"
"916","Hao","","","Xu",50,"34767776","10.1016/j.cell.2021.10.023","Cell"
"917","Hao","","","Zhao",12,"34678143","10.1016/j.cell.2021.10.001","Cell"
"918","Haofei","","","Liu",33,"34767776","10.1016/j.cell.2021.10.023","Cell"
"919","Harrison","","","Specht",5,"34716448","10.1038/s41596-021-00616-z","Nature protocols"
"920","Harry","X","","Wu",36,"34965378","10.1016/j.cell.2021.12.006","Cell"
"921","Harvey","I","","Pass",10,"34963055","10.1016/j.cell.2021.12.005","Cell"
"922","Hayeon","C","","Oak",3,"34585770","10.15252/embj.2021107915","The EMBO journal"
"923","Heather","D","","Hickman",12,"34618370","10.15252/embj.2021108966","The EMBO journal"
"924","Heather","A","","McCauley",11,"34704277","10.15252/embj.2020106973","The EMBO journal"
"925","Hector","","","Flores-Romero",1,"34931711","10.15252/embj.2021108690","The EMBO journal"
"926","Hediye","","","Erdjument-Bromage",2,"34661298","10.15252/embj.2021108428","The EMBO journal"
"927","Hedva","","","Haykin",12,"34752731","10.1016/j.cell.2021.10.013","Cell"
"928","Hedva","","","Haykin",12,"34890554","10.1016/j.cell.2021.11.021","Cell"
"929","Heejin","","","Jun",10,"34459015","10.15252/embj.2020106061","The EMBO journal"
"930","Heela","","","Sarlus",4,"34825707","10.15252/embj.2021108662","The EMBO journal"
"931","Heesun","","","Hong",2,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"932","Heide","L","","Ford",13,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"933","Heike","","","Rampelt",1,"34767774","10.1016/j.cell.2021.10.019","Cell"
"934","Heinz","","","Fischer",2,"34586646","10.15252/embj.2021108234","The EMBO journal"
"935","Helen","S","","Heussler",37,"34767757","10.1016/j.cell.2021.10.015","Cell"
"936","Helen","","","Holdsworth",15,"34767757","10.1016/j.cell.2021.10.015","Cell"
"937","Helena","","","Radbruch",51,"34914922","10.1016/j.cell.2021.11.033","Cell"
"938","Hélène","","","Bordelet",1,"34817085","10.15252/embj.2021108813","The EMBO journal"
"939","Helgi","","","Jonsson",21,"34822786","10.1016/j.cell.2021.11.003","Cell"
"940","Hendrik","","","Wesseling",6,"34890553","10.1016/j.cell.2021.11.029","Cell"
"941","Henning","","","Hermjakob",130,"34939300","10.15252/msb.202110851","Molecular systems biology"
"942","Henning","","","Urlaub",12,"34672953","10.1016/j.cell.2021.09.033","Cell"
"943","Henrik","","","Zauber",13,"34914922","10.1016/j.cell.2021.11.033","Cell"
"944","Herbert","","","Levine",23,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"945","Hery","","","Urra",6,"34904718","10.15252/embj.2020105531","The EMBO journal"
"946","Heta","P","","Patel",4,"34661296","10.15252/embj.2021108903","The EMBO journal"
"947","Hideki","","","Taguchi",6,"34672004","10.15252/embj.2021108299","The EMBO journal"
"948","Hilla","","","Azulay-Debby",7,"34752731","10.1016/j.cell.2021.10.013","Cell"
"949","Hilla","","","Azulay-Debby",7,"34890554","10.1016/j.cell.2021.11.021","Cell"
"950","Hiroaki","","","Kitano",135,"34939300","10.15252/msb.202110851","Molecular systems biology"
"951","Hiroaki","","","Niitsu",21,"34910928","10.1016/j.cell.2021.11.031","Cell"
"952","Hirofumi","","","Nakagami",8,"34726281","10.15252/embj.2021108684","The EMBO journal"
"953","Hiroki","R","","Ueda",2,"34806788","10.15252/embj.2021110157","The EMBO journal"
"954","Hiroshi","","","Kimura",11,"34730297","10.15252/msb.202110323","Molecular systems biology"
"955","Hiroshi","","","Takuwa",30,"34822786","10.1016/j.cell.2021.11.003","Cell"
"956","Hiroyuki","","","Takuwa",3,"34636430","10.15252/embj.2021107757","The EMBO journal"
"957","Hitoshi","","","Kurumizaka",9,"34730297","10.15252/msb.202110323","Molecular systems biology"
"958","Holger","","","Müller-Redetzky",54,"34914922","10.1016/j.cell.2021.11.033","Cell"
"959","Hong","","","Su",2,"34759384","10.1038/s41596-021-00628-9","Nature protocols"
"960","Hong","","","Wei",5,"34759384","10.1038/s41596-021-00628-9","Nature protocols"
"961","Hong","","","Zhang",3,"34302147","10.1038/s41580-021-00392-4","Nature reviews. Molecular cell biology"
"962","Hongning","","","Zhang",4,"34952956","10.1038/s41596-021-00636-9","Nature protocols"
"963","Hongqi","","","Lue",10,"34725842","10.15252/embj.2021108788","The EMBO journal"
"964","Hongyang","","","Wang",83,"34767776","10.1016/j.cell.2021.10.023","Cell"
"965","Hongyu","","","Zhao",14,"34852236","10.1016/j.cell.2021.11.007","Cell"
"966","Horst","","","Zitzelsberger",4,"34697469",NA,NA
"967","Houjiang","","","Zhou",13,"34605059","10.15252/embj.2021108271","The EMBO journal"
"968","Hsueh-Ping","","","Chu",6,"34856126","10.1016/j.cell.2021.11.012","Cell"
"969","Hua","","","Yu",3,"34927267","10.15252/embj.2021110306","The EMBO journal"
"970","Hua","","","Zhou",12,"34747049","10.15252/embj.2021108080","The EMBO journal"
"971","Huafeng","","","Zhang",9,"34472622","10.15252/embj.2021108028","The EMBO journal"
"972","Huaicheng","","","Sun",8,"34952956","10.1038/s41596-021-00636-9","Nature protocols"
"973","Huanhuan","","","Zhao",20,"34965378","10.1016/j.cell.2021.12.006","Cell"
"974","Huaying","","","Zhu",6,"34913508","10.15252/embj.2021107739","The EMBO journal"
"975","Hugo","","","Mouquet",15,"34601723","10.15252/embj.2021108944","The EMBO journal"
"976","Hui","","","Hou",7,"34747049","10.15252/embj.2021108080","The EMBO journal"
"977","Hui","","","Shao",11,"34678143","10.1016/j.cell.2021.10.001","Cell"
"978","Hui","","","Yang",12,"34875226","10.1016/j.cell.2021.11.024","Cell"
"979","Hui","","","Zhang",15,"34965378","10.1016/j.cell.2021.12.006","Cell"
"980","Huihui","","","Chong",2,"34919814","10.1016/j.cell.2021.11.032","Cell"
"981","Huiming","","","Zhang",5,"34942100","10.1016/j.cell.2021.11.030","Cell"
"982","Huiru","","","Tang",10,"34704268","10.15252/embj.2021108069","The EMBO journal"
"983","Hun-Goo","","","Lee",4,"34856126","10.1016/j.cell.2021.11.012","Cell"
"984","Hung-Che","","","Kuo",3,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"985","Hussain","","","Jaffery",8,"34935163","10.15252/embj.2021109728","The EMBO journal"
"986","Hyeyon","","","Kim",11,"34910928","10.1016/j.cell.2021.11.031","Cell"
"987","Hyun","Jung","","Oh",1,"34856126","10.1016/j.cell.2021.11.012","Cell"
"988","Hyung","Woo","","Ju",12,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"989","Hyungwon","","","Choi",7,"34528284","10.15252/embj.2021107839","The EMBO journal"
"990","Hyunmin","","","Kim",5,"34918374","10.15252/embj.2021109360","The EMBO journal"
"991","I-Ting","","","Teng",24,"34921774","10.1016/j.cell.2021.12.002","Cell"
"992","Ian","C","","Eperon",12,"34779515","10.15252/embj.2021107640","The EMBO journal"
"993","Ian","N","","Moore",45,"34921774","10.1016/j.cell.2021.12.002","Cell"
"994","Ido","","","Tamir",23,"34586646","10.15252/embj.2021108234","The EMBO journal"
"995","Ievgenia","","","Pastushenko",2,"34918370","10.15252/embj.2021109221","The EMBO journal"
"996","Ignacio","L","","Ibarra",5,"34914922","10.1016/j.cell.2021.11.033","Cell"
"997","Ilayda","","","Alkislar",7,"34637701","10.1016/j.cell.2021.09.023","Cell"
"998","Ilija","","","Dukovski",1,"34635859","10.1038/s41596-021-00593-3","Nature protocols"
"999","Ilya","J","","Finkelstein",20,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"1000","In-Sun","","","Hong",13,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"1001","Ina","","","Pöhner",7,"34709727","10.15252/msb.202110396","Molecular systems biology"
"1002","Ingrid","","","Meulenbelt",62,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1003","Inna","","","Kuperstein",4,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1004","Inti","","","Zlobec",5,"34716449","10.1038/s41596-021-00611-4","Nature protocols"
"1005","Irene","M","","Ong",11,"34487377","10.15252/embj.2021108065","The EMBO journal"
"1006","Iris","","","Dror",12,"34813726","10.1016/j.cell.2021.10.022","Cell"
"1007","Iris","","","Dror",12,"34890555","10.1016/j.cell.2021.11.028","Cell"
"1008","Iris","","","Nagtegaal",6,"34716449","10.1038/s41596-021-00611-4","Nature protocols"
"1009","Isaac","","","Wakiro",28,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1010","Isabel","","","Fernández-Pisonero",5,"34617326","10.15252/embj.2021108125","The EMBO journal"
"1011","Isabel","N","","Goronzy",6,"34739832","10.1016/j.cell.2021.10.014","Cell"
"1012","Isabel","","","Schwarz",3,"34661296","10.15252/embj.2021108903","The EMBO journal"
"1013","Itay","","","Zalayat",8,"34752731","10.1016/j.cell.2021.10.013","Cell"
"1014","Itay","","","Zalayat",8,"34890554","10.1016/j.cell.2021.11.021","Cell"
"1015","Ivan","","","Anishchenko",7,"34759384","10.1038/s41596-021-00628-9","Nature protocols"
"1016","Ivan","","","Maillard",8,"34459015","10.15252/embj.2020106061","The EMBO journal"
"1017","Ivan","","","Marazzi",5,"34587491","10.1016/j.cell.2021.09.025","Cell"
"1018","Ivan","","","Muñoz",2,"34605059","10.15252/embj.2021108271","The EMBO journal"
"1019","J","Josephine","","Botsch",7,"34715025","10.1016/j.cell.2021.10.007","Cell"
"1020","J","Wade","","Harper",9,"34942047","10.15252/embj.2021108823","The EMBO journal"
"1021","J","Michael","","Henderson",1,"34661299","10.15252/embj.2021109727","The EMBO journal"
"1022","J","Cody","","Herron",4,"34637702","10.1016/j.cell.2021.09.026","Cell"
"1023","J","Keith","","Joung",12,"34773119","10.1038/s41596-021-00626-x","Nature protocols"
"1024","J","Richard","","McIntosh",2,"34408299","10.1038/s41580-021-00399-x","Nature reviews. Molecular cell biology"
"1025","J","Mark","","Wilkinson",61,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1026","Jack","Pk","","Bravo",9,"34524703","10.15252/embj.2021107711","The EMBO journal"
"1027","Jack","","","Miller",29,"34822785","10.1016/j.cell.2021.11.008","Cell"
"1028","Jacob","R","","Anderson",4,"34715025","10.1016/j.cell.2021.10.007","Cell"
"1029","Jacob","","","Gratten",41,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1030","Jacqueline","","","Myrrhe",22,"34822785","10.1016/j.cell.2021.11.008","Cell"
"1031","Jacqueline","","","Stöckli",2,"34285405","10.1038/s41580-021-00390-6","Nature reviews. Molecular cell biology"
"1032","Jacques","S","","Beckmann",122,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1033","Jae","Hee","","Kang",39,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1034","Jakob","","","Vanhoefer",40,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1035","James","A","","Austin",3,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1036","James","M","","Cleary",40,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1037","James","E","","Crowe",19,"34715022","10.1016/j.cell.2021.09.035","Cell"
"1038","James","J","","Dowling",1,"34257452","10.1038/s41580-021-00389-z","Nature reviews. Molecular cell biology"
"1039","James","C","","Errey",13,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1040","James","R","","Goldenring",43,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1041","James","Rj","","Haycocks",3,"34612526","10.15252/embj.2021108542","The EMBO journal"
"1042","James","D","","Hocker",2,"34774128","10.1016/j.cell.2021.10.024","Cell"
"1043","James","","","Levasseur",10,"34610277","10.1016/j.cell.2021.09.013","Cell"
"1044","James","M","","McFarland",31,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1045","James","M","","Murphy",15,"34698396","10.15252/embj.2019103718","The EMBO journal"
"1046","James","W","","Nelson",8,"34653350","10.1016/j.cell.2021.09.018","Cell"
"1047","James","","","Ro",17,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1048","James","","","Streetley",4,"34935163","10.15252/embj.2021109728","The EMBO journal"
"1049","James","","","Thompson",12,"34715025","10.1016/j.cell.2021.10.007","Cell"
"1050","James","M","","Wells",17,"34704277","10.15252/embj.2020106973","The EMBO journal"
"1051","Jan","Haug","","Anonsen",11,"34741801","10.1016/j.cell.2021.10.017","Cell"
"1052","Jan","","","Gunst",19,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1053","Jan","","","Hasenauer",123,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1054","Jan","","","Kosinski",3,"34845384","10.1038/s41596-021-00640-z","Nature protocols"
"1055","Jan","","","Liptrot",15,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1056","Jan","","","Seebacher",6,"34569643","10.15252/embj.2021108439","The EMBO journal"
"1057","Jana","","","Koch",1,"34779518","10.15252/embj.2021110041","The EMBO journal"
"1058","Jane","S","","Lucas",13,"34715025","10.1016/j.cell.2021.10.007","Cell"
"1059","Janina","","","Borgonovo",4,"34904718","10.15252/embj.2020105531","The EMBO journal"
"1060","Janine","","","Kirstein",15,"34617299","10.15252/embj.2020107568","The EMBO journal"
"1061","Janko","","","Gospocic",1,"34739833","10.1016/j.cell.2021.10.006","Cell"
"1062","Janos","L","","Tanyi",20,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1063","Jasmin","","","Ahmari",2,"34622466","10.15252/embj.2021108605","The EMBO journal"
"1064","Jasmine","","","Thai",11,"34739832","10.1016/j.cell.2021.10.014","Cell"
"1065","Jason","","","Brown",6,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1066","Jason","","","Day",7,"34842284","10.15252/embj.2021108883","The EMBO journal"
"1067","Jason","","","Howitt",8,"34698396","10.15252/embj.2019103718","The EMBO journal"
"1068","Jason","J","","Lavinder",16,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"1069","Jason","S","","McLellan",19,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"1070","Jason","W","","Reeves",13,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1071","Jason","E","","Shoemaker",44,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1072","Jason","Pui","","Yin Cheung",38,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1073","Jasper","","","Grendel",2,"34935159","10.15252/embj.2020106523","The EMBO journal"
"1074","Jaspreet","","","Pannu",1,"34873329","10.1038/s41596-021-00655-6","Nature protocols"
"1075","Javier","","","Robles-Valero",1,"34617326","10.15252/embj.2021108125","The EMBO journal"
"1076","Jay","R","","Hesselberth",11,"34618370","10.15252/embj.2021108966","The EMBO journal"
"1077","Jayesh","C","","Patel",21,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1078","Jean","M","","Badroos",2,"34890552","10.1016/j.cell.2021.11.014","Cell"
"1079","Jean","Charles","","Cadoret",18,"34533226","10.15252/embj.2020104543","The EMBO journal"
"1080","Jean","Paul","","Thiery",41,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1081","Jean","C","C","Vila",5,"34635859","10.1038/s41596-021-00593-3","Nature protocols"
"1082","Jean-Marie","","","Ravel",69,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1083","Jeannie","T","","Lee",7,"34856126","10.1016/j.cell.2021.11.012","Cell"
"1084","Jeffrey","L","","Franklin",44,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1085","Jeffrey","M","","Friedman",1,"34715024","10.1016/j.cell.2021.10.008","Cell"
